Drug name,Drug Id,Cell line name,Cosmic sample Id,TCGA classification,Tissue,Tissue sub-type,IC50,AUC,Max conc,RMSE,Z score,Dataset version
Erlotinib,1,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,2.51258314249685,0.990834867491148,2,0.028984795963351,-0.080054630011159,GDSC1
Erlotinib,1,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,3.35051704587238,0.990811523016727,2,0.020632865916706,0.705002255854412,GDSC1
Erlotinib,1,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,3.71072485784417,0.98638682226218,2,0.024939903476388,1.04247949838137,GDSC1
Erlotinib,1,HEL,907053,LAML,blood,acute_myeloid_leukaemia,0.831238758752759,0.92165882620285,2,0.098409139829297,-1.6552993845824,GDSC1
Erlotinib,1,KASUMI-1,907275,LAML,blood,acute_myeloid_leukaemia,3.12324350914334,0.98181699748997,2,0.054022330330881,0.492070598279272,GDSC1
Erlotinib,1,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,2.72272930236668,0.983048988795221,2,0.021850412645796,0.116830457439564,GDSC1
Erlotinib,1,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,2.87393277925069,0.985060861211306,2,0.059385203042105,0.258492383537102,GDSC1
Erlotinib,1,KY821,907300,LAML,blood,leukemia,3.17303511808183,0.988602503348401,2,0.029832505257362,0.538720155360116,GDSC1
Erlotinib,1,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,2.7995849518864,0.986642696978065,2,0.024249650696387,0.188836204706825,GDSC1
Erlotinib,1,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,2.26079163293545,0.952514181212725,2,0.052509852383478,-0.31595707719389,GDSC1
Erlotinib,1,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,3.29473579294289,0.978471728936688,2,0.050116399707473,0.652741025537678,GDSC1
Erlotinib,1,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,3.65309789720831,0.982071567720496,2,0.022691084382191,0.988489031977706,GDSC1
Erlotinib,1,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,2.55180320329569,0.994675683846351,2,0.017323547418327,-0.043309513636034,GDSC1
Erlotinib,1,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,1.67091149470317,0.987418608466264,2,0.083969027288617,-0.868613393508439,GDSC1
Erlotinib,1,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,2.89117618956339,0.989678462768726,2,0.032706603255348,0.274647664934908,GDSC1
Erlotinib,1,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,2.0960737859986,0.96017769642517,2,0.041391501497296,-0.470280561948242,GDSC1
Erlotinib,1,CMK,910566,LAML,blood,acute_myeloid_leukaemia,2.571458694771,0.990750671990225,2,0.024239732835145,-0.024894363150294,GDSC1
Erlotinib,1,CESS,910688,LAML,blood,acute_myeloid_leukaemia,3.01714576619141,0.99209942642609,2,0.025618662909583,0.392668051916523,GDSC1
Erlotinib,1,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,1.95250474585291,0.989382263098657,2,0.014155792151367,-0.604789815135689,GDSC1
Erlotinib,1,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,2.91221546813611,0.988658819946828,2,0.026535056222688,0.294359279956834,GDSC1
Erlotinib,1,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,2.27708282722081,0.988498533533959,2,0.024071174885595,-0.300693923141795,GDSC1
Erlotinib,1,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,3.45693337147806,0.98700639593027,2,0.048174612778027,0.804703281017262,GDSC1
Erlotinib,1,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,1.3017094532453,0.915972059111029,2,0.043351868186862,-1.21451729327251,GDSC1
Erlotinib,1,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,2.29477304140085,0.977983657227127,2,0.022126011052141,-0.284120033007342,GDSC1
Erlotinib,1,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,2.29468225885569,0.994316123124601,2,0.019093326522151,-0.284205086806818,GDSC1
Erlotinib,1,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,3.65492068867351,0.979003852512384,2,0.037189104425555,0.990196797930951,GDSC1
Rapamycin,3,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,-2.45323257943678,0.897925400877619,0.1,0.225599935711534,-0.146937046734769,GDSC1
Rapamycin,3,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,-1.45746130294716,0.943805815733312,0.1,0.086382091561431,0.381976484679949,GDSC1
Rapamycin,3,GDM-1,906870,LAML,blood,acute_myeloid_leukaemia,-2.24647212324825,0.864960064673877,0.1,0.173346904869684,-0.037114233382379,GDSC1
Rapamycin,3,HEL,907053,LAML,blood,acute_myeloid_leukaemia,-3.6527115352936,0.738249311534239,0.1,0.278674401621194,-0.784051879607222,GDSC1
Rapamycin,3,KASUMI-1,907275,LAML,blood,acute_myeloid_leukaemia,-0.712659503963441,0.961891113279565,0.1,0.068869236969606,0.777585154065608,GDSC1
Rapamycin,3,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,-1.61582375993181,0.936473161773211,0.1,0.099469271442559,0.297860736068945,GDSC1
Rapamycin,3,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,-0.817217938615237,0.969732054492796,0.1,0.081819801905359,0.722047931596374,GDSC1
Rapamycin,3,KY821,907300,LAML,blood,leukemia,-0.133678027347787,0.984303373315333,0.1,0.060324610210923,1.08511675760819,GDSC1
Rapamycin,3,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,-1.96631443320622,0.918767588668049,0.1,0.134905168585435,0.111694229656942,GDSC1
Rapamycin,3,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,-1.9226589637564,0.88801300675221,0.1,0.150910286103648,0.134882253912544,GDSC1
Rapamycin,3,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,-1.77139424140932,0.897329543661432,0.1,0.145310302580685,0.215227972215548,GDSC1
Rapamycin,3,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,-3.01243331144581,0.779474462761623,0.1,0.221670661849973,-0.443961916722247,GDSC1
Rapamycin,3,P31-FUJ,909253,LAML,blood,acute_myeloid_leukaemia,-0.26223452627673,0.996010664166506,0.1,0.015408793053714,1.01683273150681,GDSC1
Rapamycin,3,SIG-M5,909715,LAML,blood,acute_myeloid_leukaemia,-4.0225542443963,0.686787319789088,0.1,0.29303327946411,-0.980497406765923,GDSC1
Rapamycin,3,THP-1,909771,LAML,blood,acute_myeloid_leukaemia,-0.299496166855059,0.987068934719155,0.1,0.057581141827216,0.997040851212706,GDSC1
Rapamycin,3,QIMR-WIL,910545,LAML,blood,acute_myeloid_leukaemia,-6.21890159029935,0.322738481087401,0.1,0.241976530774697,-2.14710851351544,GDSC1
Rapamycin,3,CMK,910566,LAML,blood,acute_myeloid_leukaemia,-3.02443254110936,0.829331399474721,0.1,0.181650014783628,-0.45033542345562,GDSC1
Rapamycin,3,CESS,910688,LAML,blood,acute_myeloid_leukaemia,-4.50847278110394,0.595366117032788,0.1,0.208459774812719,-1.23859773090456,GDSC1
Rapamycin,3,OCI-AML2,910947,LAML,blood,acute_myeloid_leukaemia,-1.49179941220337,0.977929746686457,0.1,0.049488501064559,0.363737466285252,GDSC1
Rapamycin,3,OCI-AML3,1290455,LAML,blood,acute_myeloid_leukaemia,-0.081264614978731,0.988687397547271,0.1,0.026470522901418,1.11295664783614,GDSC1
Rapamycin,3,NB4,1323913,LAML,blood,acute_myeloid_leukaemia,-0.689258229993411,0.988962496790694,0.1,0.037231155668128,0.790014966761878,GDSC1
Rapamycin,3,ME-1,1330942,LAML,blood,acute_myeloid_leukaemia,-1.31692770488249,0.938079094912421,0.1,0.131450098347453,0.456622262671095,GDSC1
Rapamycin,3,MOLM-13,1330947,LAML,blood,acute_myeloid_leukaemia,-2.4214063952256,0.858448229681645,0.1,0.221759898104232,-0.130032261589802,GDSC1
Rapamycin,3,OCI-AML5,1330983,LAML,blood,acute_myeloid_leukaemia,-1.73449446134922,0.93608437030107,0.1,0.151994291770391,0.234827646800274,GDSC1
Rapamycin,3,OCI-M1,1330985,LAML,blood,acute_myeloid_leukaemia,-1.83457860072397,0.963457137312267,0.1,0.096534735468184,0.181666989483553,GDSC1
Rapamycin,3,PL-21,1330991,LAML,blood,acute_myeloid_leukaemia,-3.52414046132482,0.712979676592578,0.1,0.127303700787973,-0.715760111832662,GDSC1
Sunitinib,5,CTV-1,753548,LAML,blood,acute_myeloid_leukaemia,0.575447764703434,0.715091837736089,8,0.051223976751933,-1.17214039327575,GDSC1
Sunitinib,5,HL-60,905938,LAML,blood,acute_myeloid_leukaemia,2.42209482781205,0.912592753021098,8,0.137871086800086,-0.047743806866303,GDSC1
Sunitinib,5,HEL,907053,LAML,blood,acute_myeloid_leukaemia,1.22637058192575,0.811516771284215,8,0.062423960952852,-0.775802940211638,GDSC1
Sunitinib,5,KASUMI-1,907275,LAML,blood,acute_myeloid_leukaemia,3.57094124073953,0.958556905052465,8,0.023809361691344,0.651772094580438,GDSC1
Sunitinib,5,KG-1,907278,LAML,blood,acute_myeloid_leukaemia,1.84913361822808,0.864155901469035,8,0.065103477935566,-0.396611568915399,GDSC1
Sunitinib,5,KMOE-2,907280,LAML,blood,acute_myeloid_leukaemia,1.58688637197171,0.835055470953187,8,0.076707849861567,-0.556290109756637,GDSC1
Sunitinib,5,KY821,907300,LAML,blood,leukemia,1.26381936395952,0.795228722205648,8,0.053505525252203,-0.753000920526793,GDSC1
Sunitinib,5,ML-2,908141,LAML,blood,acute_myeloid_leukaemia,0.945211154187511,0.758698070612606,8,0.045063826694048,-0.946996833783011,GDSC1
Sunitinib,5,MONO-MAC-6,908148,LAML,blood,acute_myeloid_leukaemia,-2.91042872199134,0.197927532732224,8,0.10106979451744,-3.2946399767568,GDSC1
Sunitinib,5,NKM-1,908448,LAML,blood,acute_myeloid_leukaemia,-2.05788226162222,0.303282778734516,8,0.06388321423788,-2.77553681462857,GDSC1
Sunitinib,5,NOMO-1,908451,LAML,blood,acute_myeloid_leukaemia,1.27546016314206,0.768733629296656,8,0.056050967032836,-0.745913006910045,GDSC1
